1.325575626080017333e+00,6.672741255986236464e-01
1.676731284508230502e-01,7.549546461261999464e-02
1.976198056822388471e+00,9.599814140639896243e-01
1.836378540392711978e+00,2.518490348290740588e-01
1.118323904449953110e+00,2.062847750455805429e-01
1.485758281354965238e+00,6.652436492766320431e-01
1.735244769584119773e+00,5.101197463032616231e-01
1.761409213144906394e+00,4.246923006269464063e-01
1.702468785951656294e+00,9.346453727426713431e-01
7.493208686971051247e-01,5.578651401648762054e-01
7.481784093935903712e-01,7.023418674715965759e-02
1.286229053064165129e-01,-3.330131741075735841e-01
1.803687949243618194e+00,7.646476511997433168e-01
9.129232408055643067e-01,-1.322436575367224587e-01
1.946536197598656148e+00,9.154167989066688271e-01
1.143346277790018961e+00,2.896626479945907939e-01
1.471798974490021061e+00,2.504461628046305011e-01
1.998180126819443680e+00,2.099751091698819627e-01
1.573901430203783702e+00,-1.312569444405319863e-01
8.840159523101336347e-01,4.088779188068545900e-01
1.606313240926809938e+00,4.940719252174846643e-01
1.726913278551194253e-01,1.365692979623025494e-01
3.006842445534170238e-01,3.208769080248898287e-01
1.360275067589089337e+00,6.895599464828772174e-01
6.512877806553252213e-02,2.855789309122332420e-01
2.506670743106136356e-01,-3.655240314434928250e-01
2.983744399393017943e-02,1.658258029249997378e-01
7.156450479723388547e-01,-3.016339333675640416e-02
1.075699949941923084e+00,3.853887801835002014e-01
6.181251728564582937e-01,-4.550247536165979295e-02
1.599469398975959855e+00,3.716781485396337126e-01
1.566751365996355005e+00,1.445782358872426954e-01
1.272685650186478057e-02,-4.153377222138395775e-01
7.194536074990751651e-01,4.152769642599190014e-01
7.304366606129713002e-01,4.395042471625911773e-01
1.073228926025218799e+00,1.247206978167075542e-01
1.622272089598317590e+00,1.023613179000341378e-01
1.731056285414616758e+00,5.557835303914600011e-01
3.342249323335908517e-01,-3.125380759096044181e-01
1.153923120934728486e+00,2.658394237425305562e-01
1.756961442143035068e+00,1.082521551592004805e+00
1.812784033093719271e+00,3.944776132675552049e-01
8.744241377494914591e-01,2.700708271681494521e-01
1.405988397728044292e+00,-6.407172801105683879e-01
7.339071668917118707e-02,1.225332722917574224e-01
8.817842865537546260e-01,1.445069834835968070e-01
2.292741300426921480e-01,4.011314381096146020e-01
1.498584825243974183e+00,8.941866558676410115e-01
4.361255204645928529e-01,-2.409716996987713855e-02
1.139972572027429631e+00,1.215422096411254843e-01
4.204426687870466139e-02,-2.522959923419481609e-01
5.802455260214711696e-01,3.861540056081807504e-01
1.900334936949980458e+00,1.971832311219429978e-01
8.731687252496584950e-01,4.862707604787567250e-01
1.980569232547805925e+00,5.897413837818370475e-01
5.769401579542818848e-01,4.099898115105706231e-01
1.650452668634159625e+00,4.454054053397555890e-01
1.950311000468084144e+00,4.571621264794364370e-01
1.541435441207709367e+00,7.637081945430723717e-01
9.963753200492553308e-01,5.388242903696700559e-01
8.300295510085973216e-01,4.491551045219991378e-01
1.975491201761317317e+00,2.212056176543949759e-01
8.813814176374381582e-01,5.078463891579638734e-01
1.566075692405707764e+00,4.950360392489800976e-01
1.015686550989697956e+00,2.387895147688035014e-01
5.828526224060612826e-01,-3.332649775310123075e-02
9.202364106497764595e-01,8.028063218182857064e-02
2.235669321849012015e-01,9.615047622487474244e-02
1.803539249676093803e+00,5.373855456478948689e-01
1.989374564296822800e+00,7.927298887837603836e-01
9.201265964912834772e-01,5.156496209757418514e-01
6.399167353697219340e-01,-9.913859428506721638e-02
8.867108900269082827e-01,2.306968888429482556e-01
