5.089319998905683651e-01,-2.746238947208010650e-01
7.043002836393641442e-01,1.681401522811621918e-01
9.514228549223007203e-01,6.413476579871425498e-01
1.063130989923378733e+00,-7.874925626183845728e-03
2.924347579492112548e-01,2.731837031946491856e-01
2.654063240206983032e-01,-1.120755947615717368e-01
1.840119376455078726e+00,1.054604336365245087e+00
1.998121932121647681e+00,5.165875359930459654e-01
9.744678240533468649e-01,-4.515441091356081627e-02
1.157411067328496079e+00,-2.820713294701648333e-01
1.472821977965072193e+00,5.719256971972508374e-01
1.002624896566304269e+00,2.299620786337536193e-01
7.592356201127656856e-01,-1.285440987195128060e-01
4.381135355606646797e-02,-3.791654226381565573e-01
5.364059821885736046e-01,3.477008146297027036e-01
1.133491463681846501e+00,4.420866275213032326e-01
2.340204516761454911e-01,-2.379877089002126467e-01
1.280023710981054608e+00,-1.198580037392233399e-01
9.712424546407549819e-01,-7.665461541907653276e-02
1.372561334238166397e+00,4.224228528399302796e-02
1.377366030140621200e+00,4.627932147692791487e-01
1.651644625802518807e+00,3.818281755937882327e-01
8.574925770506920397e-01,6.658879482812356532e-01
9.380066925937446953e-01,6.967451398342878743e-01
1.968078147574592318e-01,-3.891177853359690381e-02
1.932626564228991040e+00,2.343340432192767275e-01
1.593048388913674618e+00,8.185428574630457810e-01
1.678898535961152350e+00,5.660416445345239911e-01
1.654239001001710063e+00,3.540361666491542714e-01
1.249937700869053536e+00,8.016964424451640259e-01
1.559259912645629687e-01,-6.662174952685948615e-01
1.026421562385136488e+00,1.019742433908993329e-01
3.093884756384623902e-01,2.635806736262653605e-01
2.086066268953166158e-01,2.783012655537556168e-02
5.334585601305406044e-01,-3.068193984491907056e-02
1.067611080005347546e+00,2.428851980296942159e-01
1.517953112811186944e+00,1.697565599882724929e-01
1.998331780969734073e+00,7.883771608043037560e-01
7.472747905224113030e-01,-1.634253790649803362e-01
1.703371023211295743e+00,2.308699438764307554e-01
1.167571428332657479e+00,2.791880716501390358e-01
8.429964068360082941e-01,7.965546546196020650e-01
7.416137833023552783e-01,2.921651965849708099e-01
2.742355511154723757e-01,1.681739399244985833e-01
7.877919550142760130e-01,-3.777737780034330917e-01
5.515607071944104156e-01,5.130558483492771993e-01
1.620686176085512908e+00,4.484367447086763381e-01
1.383588465172560955e+00,2.519225400756998079e-01
9.748688783314842787e-01,1.587095159952726930e-01
1.923459840080734562e+00,3.094145658581409775e-01
1.451165659301820288e+00,4.539605295884955316e-01
4.185004704639321282e-01,-1.093531081755250822e+00
2.998804255345932646e-02,5.813719135600867727e-01
1.410629086158252887e+00,-5.481305906381661597e-01
1.216380719106866071e+00,1.363845784610221712e-01
6.418654644551886612e-01,-1.877123812921403789e-02
1.089383088465305516e-01,3.801945495994312196e-01
1.888358715460324078e+00,3.458261371305266785e-01
1.840882957839801826e+00,-3.073149818385021992e-01
